id,title,genre,original_language,overview,popularity,release_date,vote_average,vote_count
9517,Bully,"Crime,Drama",en,"A pack of naïve teenagers conspire to murder a mutual friend, whose aggressive demeanor has proved too much.",9.733,2001-06-15,6.6,348
81440,"Good Luck Charlie, It's Christmas!","TV Movie,Comedy,Family",en,"Teddy Duncan's middle-class family embarks on a road trip from their home in Denver to visit Mrs. Duncans Parents, the Blankenhoopers, in Palm Springs. When they find themselves stranded between Denver and Utah, they try to hitch a ride to Las Vegas with a seemingly normal older couple in a station wagon from Roswell, New Mexico. It turns out that the couple believes they are the victims of alien abduction. The Duncan's must resort to purchasing a clunker Yugo to get to Utah, have their luggage stolen in Las Vegas, and survive a zany Christmas with Grandpa and Grandma Blankenhooper.",11.546,2011-12-08,6.6,357
31007,Welcome to the Rileys,Drama,en,"Years after their teenage daughter’s death, Lois and Doug Riley, an upstanding Indiana couple, are frozen by estranging grief. Doug escapes to New Orleans on a business trip. Compelled by urgencies he doesn’t understand, he insinuates himself into the life of an underage hooker, becoming her platonic guardian.",6.99,2010-10-29,6.6,336
22171,Ms .45,"Crime,Thriller",en,"A shy and mute seamstress goes insane after being attacked and raped twice in one day. She wanders the New York streets at night in a sexy black dress with her attacker's gun strapped to her garter belt, blowing away any man who tries to pick her up.",9.667,1981-04-24,6.6,237
14029,Demons,Horror,it,"A group of people are trapped in a West Berlin movie theater infested with ravenous demons who proceed to kill and possess the humans one-by-one, thereby multiplying their numbers.",13.406,1985-10-04,6.6,415
12113,Body of Lies,"Action,Drama,Thriller",en,"The CIA’s hunt is on for the mastermind of a wave of terrorist attacks. Roger Ferris is the agency’s man on the ground, moving from place to place, scrambling to stay ahead of ever-shifting events. An eye in the sky – a satellite link – watches Ferris.  At the other end of that real-time link is the CIA’s Ed Hoffman, strategizing events from thousands of miles away. And as Ferris nears the target, he discovers trust can be just as dangerous as it is necessary for survival.",15.507,2008-10-09,6.6,2482
4169,Breach,"Drama,Thriller,Crime,History",en,"Eric O'Neill, a computer specialist who wants to be made an agent is assigned to clerk for Robert Hanssen, a senior agent with 25 years in the FBI, and to write down everything Hanssen does. O'Neill's told it's an investigation of Hanssen's sexual habits, however Hanssen is really suspected of spying for the Soviet Union and Russia for years and being responsible for the deaths of agents working for the United States.",9.609,2007-02-12,6.6,460
309245,Mistress America,Comedy,en,"Tracy, a lonely college freshman in New York, is rescued from her solitude by her soon-to-be stepsister Brooke, an adventurous gal about town who entangles her in alluringly mad schemes.",9.319,2015-08-14,6.6,438
10189,Pineapple Express,"Action,Comedy,Crime",en,A stoner and his dealer are forced to go on the run from the police after the pothead witnesses a cop commit a murder.,20.731,2008-08-06,6.6,3120
4944,Burn After Reading,"Comedy,Drama",en,"When a disc containing memoirs of a former CIA analyst falls into the hands of gym employees, Linda and Chad, they see a chance to make enough money for Linda to have life-changing cosmetic surgery. Predictably, events whirl out of control for the duo, and those in their orbit.",13.341,2008-09-05,6.6,3828
715123,Books of Blood,"Horror,Science Fiction",en,A journey into uncharted and forbidden territory through three tales tangled in space and time.,30.953,2020-10-07,6.6,265
382322,Batman: The Killing Joke,"Action,Animation,Crime,Drama",en,"As Batman hunts for the escaped Joker, the Clown Prince of Crime attacks the Gordon family to prove a diabolical point mirroring his own fall into madness.",25.873,2016-07-24,6.6,1500
241848,The Guest,"Mystery,Thriller,Action",en,"A soldier introduces himself to the Peterson family, claiming to be a friend of their son who died in action. After the young man is welcomed into their home, a series of accidental deaths seem to be connected to his presence.",16.904,2014-09-05,6.6,1594
61404,Point Blank,"Action,Thriller,Crime",fr,"Samuel Pierret is a nurse who saves the wrong guy – a thief whose henchmen take Samuel's pregnant wife hostage to force him to spring their boss from the hospital. A race through the subways and streets of Paris ensues, and the body count rises. Can Samuel evade the cops and the criminal underground and deliver his beloved to safety?",7.426,2010-11-08,6.6,360
14370,Real Genius,"Comedy,Romance,Science Fiction",en,"Chris is the top brain who just wants to party, Mitch is the 15-year-old college wiz kid. Supposedly hard at work on a lab project with a mysterious deadline, they still find time to use their genius to discover new ways to have fun.",13.873,1985-08-07,6.6,313
6639,Love in the Time of Cholera,"Drama,Romance",en,"In Colombia just after the Great War, an old man falls from a ladder; dying, he professes great love for his wife. After the funeral, a man calls on the widow - she dismisses him angrily. Flash back more than 50 years to the day Florentino Ariza, a telegraph boy, falls in love with Fermina Daza, the daughter of a mule trader.",12.953,2007-10-04,6.6,299
529862,Brittany Runs a Marathon,"Comedy,Drama",en,A young woman decides to make positive changes in her life by training for the New York City Marathon.,11.485,2019-08-23,6.6,396
22414,Postcards from the Edge,"Comedy,Drama",en,"Substance-addicted Hollywood actress, Suzanne Vale is on the skids. After a spell at a detox centre her film company insists as a condition of continuing to employ her that she live with her mother, herself once a star and now a champion drinker. Such a set-up is bad news for Suzanne who has struggled for years to get out of her mother's shadow, and who still treats her like a child. Despite these and other problems, Suzanne begins to see the funny side of her situation, and also realises that not only do daughters have mothers—mothers do too.",6.219,1990-09-14,6.6,206
17689,The Gauntlet,"Drama,Action,Crime,Thriller",en,Phoenix cop Ben Shockley is well on his way to becoming a derelict when he is assigned to transport a witness from Las Vegas. The witness turns out to be a belligerent prostitute with mob ties—and incriminating information regarding a high-ranking figure.,9.686,1977-12-21,6.6,405
2454,The Chronicles of Narnia: Prince Caspian,"Adventure,Family,Fantasy",en,"One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir.",82.102,2008-05-15,6.6,5387
26388,Buried,"Drama,Thriller,Mystery",en,Paul is a U.S. truck driver working in Iraq. After an attack by a group of Iraqis he wakes to find he is buried alive inside a coffin. With only a lighter and a cell phone it's a race against time to escape this claustrophobic death trap.,18.997,2010-09-24,6.6,2353
15393,Play Misty for Me,"Drama,Thriller",en,"A brief fling between a male disc jockey and an obsessed female fan takes a frightening, and perhaps even deadly turn when another woman enters the picture.",9.112,1971-10-01,6.6,351
5595,Fermat's Room,"Mystery,Thriller",es,Four mathematicians who do not know each other are invited by a mysterious host on the pretext of resolving a great enigma. The room in which they find themselves turns out to be a shrinking room that will crush them if they do not discover in time what connects them all and why someone might wish to murder them.,7.437,2007-10-07,6.6,291
359246,Hell House LLC,"Horror,Mystery,Thriller",en,"Five years after an unexplained malfunction causes the death of 15 tour-goers and staff on the opening night of a Halloween haunted house tour, a documentary crew travels back to the scene of the tragedy to find out what really happened.",11.101,2015-10-16,6.6,249
21309,River's Edge,"Crime,Drama",en,"A group of high-school friends must come to terms with the fact that one of them, Samson, killed another, Jamie. Faced with the brutality of death, each must decide whether to turn their friend in to the police, or to help him escape the consequences of his dreadful deed.",10.013,1986-08-27,6.6,208
13122,The People Under the Stairs,"Horror,Mystery",en,"Poindexter ""Fool"" Williams, his brother Leroy, and their family face eviction from their rented home in South Central Los Angeles. Their landlords are a greedy, uncaring couple who live in a mansion that's as huge as it is eerie. Leroy has a plan to burglarize the mansion, but what the boys find inside is not what they expected.",10.024,1991-11-01,6.6,501
10333,The Prince of Tides,"Drama,Romance",en,A troubled man talks to his suicidal sister's psychiatrist about their family history and falls in love with her in the process.,8.039,1991-12-25,6.6,218
39103,Dragon Ball Z: The Return of Cooler,"Action,Animation,Science Fiction",ja,Cooler has resurrected himself as a robot and is enslaving the people of New Namek. Goku and the gang must help.,127.644,1992-03-07,6.6,425
15742,Taxidermia,"Drama,Horror,Comedy",hu,"Three generations of men, including a pervert that constantly seeks for new kinds of satisfaction, an obese speed eater and a passionate embalmer.",9.746,2006-08-23,6.6,230
331588,The Great Gilly Hopkins,"Comedy,Drama,Family",en,"Wisecracking, gum-chewing 12-year-old Gilly is well known in the foster system. Totally unmanageable, she has stayed with more families than she can remember and has outwitted them all. After all, how can she settle down when her real mother, the beautiful and glamourous Courtney, might be out there waiting for her? When Gilly is sent to live with the Trotters, the weirdest family yet, she isn’t planning to stick around. But cheerful, affectionate Maime Trotter isn’t giving up on Gilly just yet...",11.85,2015-10-05,6.6,210
317198,Bad Hair Day,"TV Movie,Adventure,Comedy",en,"The film is about a high school tech whiz (Laura Marano), who is determined to become prom queen. But on the big day, she suddenly wakes up having a bad hair day, and her destroyed prom dress, and everything that can go wrong, does go badly wrong. A police officer (Leigh-Allyn Baker) seeks the necklace that the teen somehow ends up possessing. Prom day goes really bad as the pair is pursued by a dogged jewel thief (Christian Campbell) on a wild ride cross around the city.",9.611,2015-02-13,6.6,232
12155,Alice in Wonderland,"Family,Fantasy,Adventure",en,"Alice, now 19 years old, returns to the whimsical world she first entered as a child and embarks on a journey to discover her true destiny.",74.191,2010-03-03,6.6,12293
2330,Taxi,"Action,Comedy",fr,"In Marseilles (France), skilled pizza delivery boy Daniel who drives a scooter finally has his dreams come true. He gets a taxi license. Caught by the police for a huge speed infraction, he will help Emilien, a loser inspector who can't drive, on the track of German bank robbers, so he doesn't lose his license and his dream job.",29.767,1998-04-08,6.6,1954
457136,Mary Queen of Scots,"Drama,History",en,"In 1561, Mary Stuart, widow of the King of France, returns to Scotland, reclaims her rightful throne and menaces the future of Queen Elizabeth I as ruler of England, because she has a legitimate claim to the English throne. Betrayals, rebellions, conspiracies and their own life choices imperil both Queens. They experience the bitter cost of power, until their tragic fate is finally fulfilled.",20.543,2018-12-07,6.6,1535
152747,All Is Lost,"Action,Adventure,Drama",en,"During a solo voyage in the Indian Ocean, a veteran mariner awakes to find his vessel taking on water after a collision with a stray shipping container. With his radio and navigation equipment disabled, he sails unknowingly into a violent storm and barely escapes with his life. With any luck, the ocean currents may carry him into a shipping lane -- but, with supplies dwindling and the sharks circling, the sailor is forced to face his own mortality.",11.706,2013-08-23,6.6,1354
489927,The Kindergarten Teacher,Drama,en,"Lisa Spinelli is a Staten Island teacher who is unusually devoted to her students. When she discovers one of her five-year-olds is a prodigy, she becomes fascinated with the boy, ultimately risking her family and freedom to nurture his talent.",13.746,2018-09-23,6.6,274
436274,Radius,"Thriller,Drama,Horror",en,"Liam wakes from a car crash with no memory of who he is. As he makes his way into town to look for help, he finds only dead bodies, all with strange pale eyes. Liam's first assessment is that a virus is present in the air, but he soon discovers the horrible truth: anyone who comes within a 50-foot radius of him dies instantly.",15.327,2017-07-17,6.6,484
250124,The Diary of a Teenage Girl,"Drama,Romance",en,"Minnie Goetze is a 15-year-old aspiring comic-book artist, coming of age in the haze of the 1970s in San Francisco. Insatiably curious about the world around her, Minnie is a pretty typical teenage girl. Oh, except that she’s sleeping with her mother’s boyfriend.",11.424,2015-08-07,6.6,623
11654,The Hunger,"Horror,Drama",en,"Miriam promises her lovers the gift of eternal life, but John, her companion for centuries, suddenly discovers that he is getting old minute by minute, so he looks for Dr. Sarah Roberts, a researcher on the mechanisms of aging, and asks her for help.",7.787,1983-04-29,6.6,403
9313,The Man in the Iron Mask,"Adventure,Action,Drama",en,"Years have passed since the Three Musketeers, Aramis, Athos and Porthos, have fought together with their friend, D'Artagnan. But with the tyrannical King Louis using his power to wreak havoc in the kingdom while his twin brother, Philippe, remains imprisoned, the Musketeers reunite to abduct Louis and replace him with Philippe.",25.713,1998-03-12,6.6,3266
7555,Rambo,"Action,Thriller",en,"When governments fail to act on behalf of captive missionaries, ex-Green Beret John James Rambo sets aside his peaceful existence along the Salween River in a war-torn region of Thailand to take action.  Although he's still haunted by violent memories of his time as a U.S. soldier during the Vietnam War, Rambo can hardly turn his back on the aid workers who so desperately need his help.",66.202,2008-01-24,6.6,3105
310135,Turbo Kid,"Action,Adventure,Comedy,Science Fiction,Horror",en,"In a post-apocalyptic wasteland, an orphaned teen must battle a ruthless warlord to save the girl of his dreams.",13.124,2015-08-14,6.6,576
136795,The Heat,"Action,Comedy,Crime",en,"Uptight and straight-laced, FBI Special Agent Sarah Ashburn is a methodical investigator with a reputation for excellence--and hyper-arrogance. Shannon Mullins, one of Boston P.D.'s ""finest,"" is foul-mouthed and has a very short fuse, and uses her gut instinct and street smarts to catch the most elusive criminals. Neither has ever had a partner, or a friend for that matter. When these two wildly incompatible law officers join forces to bring down a ruthless drug lord, they become the last thing anyone expected: Buddies.",45.753,2013-06-27,6.6,3440
12720,Suicide Club,"Drama,Horror,Thriller",ja,"When 54 high school girls throw themselves in front of a subway train it appears to be only the beginning of a string of suicides around the country. Does the new all-girl group Desert have anything to do with it? Detective Kuroda tries to find the answer, which isn't as simple as he had hoped.",8.121,2001-10-29,6.6,361
8874,My Best Friend's Wedding,"Comedy,Romance",en,"When she receives word that her longtime platonic pal Michael O'Neal is getting married to debutante Kimberly Wallace, food critic Julianne Potter realizes her true feelings for Michael -- and sets out to sabotage the wedding.",11.748,1997-06-19,6.6,2161
8738,The Final Countdown,"War,Action,Science Fiction",en,"During routine manoeuvres near Hawaii in 1980, the aircraft-carrier USS Nimitz is caught in a strange vortex-like storm, throwing the ship back in time to 1941—mere hours before the Japanese attack on Pearl Harbor.",11.516,1980-01-31,6.6,449
433310,When We First Met,"Comedy,Romance,Fantasy",en,"Noah spends the perfect first night with the girl of his dreams Avery but gets relegated to the friend zone. He spends the next three years wondering what went wrong - until he gets the unexpected chance to travel back in time and alter that night, and his fate, over and over again.",15.37,2018-02-09,6.6,2076
18331,The Nutty Professor,"Comedy,Romance,Science Fiction",en,"A timid, nearsighted chemistry teacher discovers a magical potion that can transform him into a suave and handsome Romeo. The Jekyll and Hyde game works well enough until the concoction starts to wear off at the most embarrassing times.",10.424,1963-06-04,6.6,307
11211,Bring It On: All or Nothing,Comedy,en,"A transfer student at a rough high school tries joining the cheer-leading squad and finds that she not only has to face off against the head cheerleader, but also against her former school in preparation for a cheer-off competition.",1.724,2006-08-08,6.6,658
8827,99 francs,"Drama,Comedy",fr,"Paris, France, 2001. Octave Parango, a young advertiser working at the Ross & Witchcraft advertising agency, lives a suicidal existence, ruled by cynicism, irresponsibility and debauchery. The obstacles he will encounter in developing a campaign for a new yogurt brand will force him to face the meaning of his work and the way he manages his relationship with those who orbit around his egotistic lifestyle.",8.222,2007-09-26,6.6,615
1576,Resident Evil,"Horror,Action,Science Fiction",en,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.",44.858,2002-03-15,6.6,5289
720755,The Kid Detective,"Comedy,Drama,Mystery",en,"A once-celebrated kid detective, now 31, continues to solve the same trivial mysteries between hangovers and bouts of self-pity. Until a naive client brings him his first 'adult' case, to find out who brutally murdered her boyfriend.",10.905,2020-10-16,6.6,238
38410,The Poughkeepsie Tapes,"Horror,Mystery,Crime,Thriller",en,"When hundreds of videotapes showing torture, murder and dismemberment are found in an abandoned house, they reveal a serial killer's decade-long reign of terror and become the most disturbing collection of evidence homicide detectives have ever seen.",19.135,2009-01-30,6.6,418
13768,Tuck Everlasting,"Drama,Family,Fantasy,Romance",en,"Teenager Winnie Foster is growing up in a small rural town in 1914 with her loving but overprotective parents, but Winnie longs for a life of greater freedom and adventure.",11.261,2002-10-11,6.6,391
9707,Bubba Ho-tep,"Comedy,Horror,Thriller,Mystery,Fantasy",en,"Bubba Ho-tep tells the ""true"" story of what really did become of Elvis Presley. We find Elvis as an elderly resident in an East Texas rest home, who switched identities with an Elvis impersonator years before his ""death,"" then missed his chance to switch back. He must team up with JFK and fight an ancient Egyptian mummy for the souls of their fellow residents.",6.992,2002-06-09,6.6,462
11183,French Fried Vacation,Comedy,fr,"Holidaymakers arriving in a Club Med camp on the Ivory Coast are determined to forget their everyday problems and emotional disappointments. Games, competitions, outings, bathing and sunburn accompany a continual succession of casual affairs.",7.63,1978-11-11,6.6,742
7446,Tropic Thunder,"Action,Comedy,Adventure,War",en,"Ben Stiller, Jack Black and Robert Downey Jr. lead an ensemble cast in 'Tropic Thunder,' an action comedy about a group of self-absorbed actors who set out to make the most expensive war film. After ballooning costs force the studio to cancel the movie, the frustrated director refuses to stop shooting, leading his cast into the jungles of Southeast Asia, where they encounter real bad guys.",43.216,2008-08-09,6.6,5013
3179,Beavis and Butt-Head Do America,"Animation,Comedy",en,"Mike Judge's slacker duo, Beavis and Butt-Head, wake to discover their TV has been stolen. Their search for a new one takes them on a clueless adventure across America where they manage to accidentally become America's most wanted.",17.808,1996-12-15,6.6,524
78698,Big Miracle,"Adventure,Drama,Romance",en,"Based on an inspiring true story, a small-town news reporter (Krasinski) and a Greenpeace volunteer (Barrymore) enlist the help of rival superpowers to save three majestic gray whales trapped under the ice of the Arctic Circle. ‘Big Miracle’ is adapted from the nonfiction book ‘Freeing the Whales: How the Media Created the World’s Greatest Non-Event’ by Tom Rose.",13.999,2012-02-02,6.6,404
8266,Female Agents,"War,History",fr,"May 1944, a group of French servicewomen and resistance fighters are enlisted into the British Special Operations Executive commando group under the command of Louise Desfontaines and her brother Pierre. Their mission, to rescue a British army geologist caught reconnoitering the beaches at Normandy.",6.983,2008-02-08,6.6,208
334524,Gold,"Adventure,Drama,Thriller",en,"Kenny Wells, a modern-day prospector, hustler, and dreamer, is desperate for a lucky break. Left with few options, Wells teams up with an equally luckless geologist to execute a grandiose, last-ditch effort: to find gold deep in the uncharted jungle of Indonesia.",15.445,2016-02-03,6.6,1358
413644,The Son of Bigfoot,"Family,Animation,Comedy",en,"Teenage outsider Adam sets out on an epic and daring quest to uncover the mystery behind his long-lost dad, only to find out that he is none other than the legendary Bigfoot! He has been hiding deep in the forest for years to protect himself and his family from HairCo., a giant corporation eager to run scientific experiments with his special DNA. As father and son start making up for lost time after the boy's initial disbelief, Adam soon discovers that he too is gifted with superpowers beyond his imagination. But little do they know, HairCo. is on their tail as Adam's traces have led them to Bigfoot!",19.138,2017-07-26,6.6,390
332340,Man Up,"Romance,Comedy",en,"A 34 year old single woman, Nancy, hung-over again, exhausted by the endless fruitless set ups by her friends, traveling across London to toast another 10 years of her parent's successful happy magical marriage runs in with a 40 year old divorcee, Jack, who mistakes her for his 24 year old blind date. Nancy, deciding to go with it, happens to hop on the most chaotic yet hilarious journey of her life which neither of them will ever forget.",10.596,2015-05-29,6.6,809
241239,A Most Violent Year,"Crime,Drama,Thriller",en,"A thriller set in New York City during the winter of 1981, statistically one of the most violent years in the city's history, and centered on the lives of an immigrant and his family trying to expand their business and capitalize on opportunities as the rampant violence, decay, and corruption of the day drag them in and threaten to destroy all they have built.",14.905,2014-12-31,6.6,1193
75612,Oblivion,"Action,Science Fiction,Adventure,Mystery",en,"Jack Harper is one of the last few drone repairmen stationed on Earth.  Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete.  His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft.  Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.",29.451,2013-04-10,6.6,9342
10875,The Fabulous Baker Boys,"Comedy,Drama,Music,Romance",en,"The lives of two struggling musicians, who happen to be brothers, inevitably change when they team up with a beautiful, up-and-coming singer.",8.719,1989-10-13,6.6,252
9331,Clear and Present Danger,"Action,Drama,Thriller",en,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,14.871,1994-08-03,6.6,1161
3525,Working Girl,"Comedy,Romance,Drama",en,"Tess McGill is an ambitious secretary with a unique approach for climbing the ladder to success. When her classy, but villainous boss breaks a leg skiing, Tess takes over her office, her apartment and even her wardrobe. She creates a deal with a handsome investment banker that will either take her to the top, or finish her off for good.",10.596,1988-12-20,6.6,738
68817,Footloose,"Drama,Music,Romance",en,"Ren MacCormack is transplanted from Boston to the small southern town of Bomont where loud music and dancing are prohibited. Not one to bow to the status quo, Ren challenges the ban, revitalizing the town and falling in love with the minister’s troubled daughter Ariel in the process.",24.781,2011-10-06,6.6,1436
62592,Revenge of the Bridesmaids,"Comedy,Romance,TV Movie",en,Two women plot revenge against the woman marrying their friend's ex-boyfriend.,6.431,2010-07-18,6.6,254
46528,The Warrior's Way,"Adventure,Fantasy,Action,Western,Thriller",en,A warrior-assassin is forced to hide in a small town in the American Badlands after refusing a mission.,59.323,2010-12-01,6.6,459
21316,Leroy & Stitch,"Animation,Comedy,Family",en,"Lilo, Stitch, Jumba and Pleakley have finally caught all of Jumba's genetic experiments and found the one true place where each of them belongs. Stitch, Jumba and Pleakley are offered positions in the Galactic Alliance, turning them down so they can stay on Earth with Lilo. But Lilo realizes her alien friends have places where they belong, and it's finally time to say ""aloha.""",26.783,2006-06-23,6.6,407
9087,The American President,"Comedy,Drama,Romance",en,"Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings.",12.153,1995-11-17,6.6,568
2251,Unfaithful,"Thriller,Drama",en,"Connie is a wife and mother whose 11-year marriage to Edward has lost its sexual spark. When Connie literally runs into handsome book collector Paul, he sweeps her into an all-consuming affair. But Edward soon becomes suspicious and decides to confront the other man.",33.397,2002-05-10,6.6,1221
1729,The Forbidden Kingdom,"Action,Adventure,Fantasy",en,"An American teenager who is obsessed with Hong Kong cinema and kung-fu classics makes an extraordinary discovery in a Chinatown pawnshop: the legendary stick weapon of the Chinese sage and warrior, the Monkey King. With the lost relic in hand, the teenager unexpectedly finds himself travelling back to ancient China to join a crew of warriors from martial arts lore on a dangerous quest to free the imprisoned Monkey King.",32.591,2008-04-18,6.6,1374
13155,Return to Oz,"Adventure,Family,Fantasy",en,"Dorothy, saved from a psychiatric experiment by a mysterious girl, finds herself back in the land of her dreams, and makes delightful new friends, and dangerous new enemies.",11.459,1985-06-21,6.6,680
10155,U Turn,Thriller,en,"When Bobby's car breaks down in the desert while on the run from some of the bookies who have already taken two of his fingers, he becomes trapped in the nearby small town where the people are stranger than anyone he's encountered. After becoming involved with a young married woman, her husband hires Bobby to kill her. Later, she hires Bobby to kill the husband.",10.357,1997-10-03,6.6,555
1610,Fever Pitch,"Comedy,Romance",en,"A romantic comedy about a man, a woman and a football team. Based on Nick Hornby's best selling autobiographical novel, Fever Pitch. English teacher Paul Ashworth believes his long standing obsession with Arsenal serves him well. But then he meets Sarah. Their relationship develops in tandem with Arsenal's roller coaster fortunes in the football league, both leading to a nail biting climax.",6.833,1997-04-04,6.6,202
511785,Alex Strangelove,"Comedy,Drama",en,"Alex Truelove is on a quest to lose his virginity, an event eagerly awaited by his patient girlfriend and cheered on with welcome advice by his rowdy friends. But Alex, a super gregarious dude, is oddly unmotivated. A magical house party throws Alex into the presence of Elliot, a hunky college guy, who pegs Alex as gay and flirts hard. Alex is taken aback but after a series of setbacks on the girlfriend front he takes the plunge and learns some interesting new facts about himself.",20.244,2018-04-16,6.6,1427
62835,Colombiana,"Action,Thriller,Crime,Drama",en,"After witnessing her parents’ murder as a child in Bogota, Cataleya Restrepo grows up to be a stone-cold assassin. She works for her uncle as a hitman by day, but her personal time is spent engaging in vigilante murders that she hopes will lead her to her ultimate target: the mobster responsible for her parents' death.",63.402,2011-07-27,6.6,2132
13062,Boundin',"Animation,Family,Music,Comedy",en,"On a high mountain plain lives a lamb with wool of such remarkable sheen that he breaks into high-steppin' dance. But there comes a day when he loses his lustrous coat and, along with it, his pride. It takes a wise jackalope - a horn-adorned rabbit - to teach the moping lamb that wooly or not, it's what's inside that'll help him rebound from life's troubles.",6.787,2003-11-04,6.6,443
11884,The Last Starfighter,"Adventure,Science Fiction,Action",en,A video game expert Alex Rogan finds himself transported to another planet after conquering The Last Starfighter video game only to find out it was just a test. He was recruited to join the team of best Starfighters to defend their world from the attack.,11.123,1984-07-13,6.6,537
11338,Into the Night,"Thriller,Action,Comedy,Crime,Drama,Romance",en,"Ed Okin used to have a boring life. He used to have trouble getting to sleep. Then one night, he met Diana. Now, Ed's having trouble staying alive.",8.332,1985-02-22,6.6,210
1498,Teenage Mutant Ninja Turtles,"Science Fiction,Action,Adventure,Comedy,Family",en,"A quartet of humanoid turtles, trained by their mentor in ninjitsu, must learn to work together to face the menace of Shredder and the Foot Clan.",29.6,1990-03-30,6.6,1365
554230,The Lost Daughter,Drama,en,A woman's seaside vacation takes a dark turn when her obsession with a young mother forces her to confront secrets from her past.,36.107,2021-12-16,6.6,608
315872,Mia madre,Drama,it,"Margherita, a director in the middle of an existential crisis, has to deal with the inevitable and still unacceptable loss of her mother.",4.942,2015-04-16,6.6,299
205022,Chennai Express,"Romance,Comedy,Action",hi,"Rahul embarks on a journey to a small town in Tamil Nadu to fulfill the last wish of his grandfather: to have his ashes immersed in the Holy water of Rameshwaram. En route, he meets a woman hailing from a unique family down South. As they find love through this journey in the exuberant lands of South India, an unanticipated drive awaits them.",10.185,2013-08-08,6.6,253
10664,[REC]²,"Thriller,Horror",es,"The action continues from [REC], with the medical officer and a SWAT team outfitted with video cameras are sent into the sealed off apartment to control the situation.",28.433,2009-09-15,6.6,1620
503125,Little Monsters,"Horror,Comedy",en,A washed-up musician teams up with a teacher and a kids show personality to protect young children from a sudden outbreak of zombies.,12.713,2019-08-29,6.6,534
413518,Pinocchio,"Fantasy,Adventure,Drama",it,"In this live-action adaptation of the beloved fairytale, old woodcarver Geppetto fashions a wooden puppet, Pinocchio, who magically comes to life. Pinocchio longs for adventure and is easily led astray, encountering magical beasts, fantastical spectacles, while making friends and foes along his journey. However, his dream is to become a real boy, which can only come true if he finally changes his ways.",45.215,2019-12-19,6.6,1281
351044,Welcome to Marwen,"Drama,Comedy,Fantasy",en,"When a devastating attack shatters Mark Hogancamp and wipes away all memories, no one expected recovery. Putting together pieces from his old and new life, Mark meticulously creates a wondrous town named Marwen where he can heal and be heroic. As he builds an astonishing art installation — a testament to the most powerful women he knows — through his fantasy world, he draws strength to triumph in the real one.",10.964,2018-12-21,6.6,983
10503,Happy-Go-Lucky,"Comedy,Drama",en,"A look at a few chapters in the life of Poppy, a cheery, colorful, North London schoolteacher whose optimism tends to exasperate those around her.",7.814,2008-04-18,6.6,339
9534,The Ferpect Crime,"Comedy,Thriller",es,A playboy has the tables turned on him when he finds himself being used as a plaything by an undesirable woman.,5.532,2004-09-10,6.6,245
7450,Titan A.E.,"Animation,Action,Science Fiction,Family,Adventure",en,"A young man finds out that he holds the key to restoring hope and ensuring survival for the human race, while an alien species called the Drej are bent on mankind's destruction.",17.291,2000-06-16,6.6,867
512,Scoop,"Comedy,Mystery",en,"An American journalism student in London scoops a big story, and begins an affair with an aristocrat as the incident unfurls.",9.234,2006-07-27,6.6,1370
601470,The Eyes of Tammy Faye,"Drama,History",en,"In the 1970s and ’80s, Tammy Faye and Jim Bakker rose from humble beginnings to create the world’s largest religious broadcasting network and a theme park, and were revered for their message of love, acceptance, and prosperity.",14.787,2021-09-17,6.6,364
10691,Crazy/Beautiful,"Drama,Romance",en,"At Pacific Palisades High, a poor Latino falls hard for a troubled girl from the affluent neighborhood.",11.399,2001-06-29,6.6,284
10215,Sliding Doors,"Comedy,Drama,Fantasy,Romance",en,"London publicist Helen, effortlessly slides between parallel storylines that show what happens when she does or does not catch a train back to her apartment. Love. Romantic entanglements. Deception. Trust. Friendship. Comedy. All come into focus as the two stories shift back and forth, overlap and surprisingly converge.",10.359,1998-04-23,6.6,1054
8913,Pet Sematary,Horror,en,"Dr. Louis Creed's family moves into the country house of their dreams and discover a pet cemetery at the back of their property. The cursed burial ground deep in the woods brings the dead back to life -- with ""minor"" problems. At first, only the family's cat makes the return trip, but an accident forces a heartbroken father to contemplate the unthinkable.",28.696,1989-04-21,6.6,1703
3902,I'm Not There,"Drama,Music",en,"Six actors portray six personas of music legend Bob Dylan in scenes depicting various stages of his life, chronicling his rise from unknown folksinger to international icon and revealing how Dylan constantly reinvented himself.",9.156,2007-10-01,6.6,553
